Series Name,Series Code,Country Name,Country Code,2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],2000 [YR2000],1999 [YR1999],1998 [YR1998],1997 [YR1997],1996 [YR1996],1995 [YR1995],1994 [YR1994],1993 [YR1993],1992 [YR1992],1991 [YR1991],1990 [YR1990],1989 [YR1989],1988 [YR1988],1987 [YR1987],1986 [YR1986],1985 [YR1985],1984 [YR1984],1983 [YR1983],1982 [YR1982],1981 [YR1981],1980 [YR1980],1979 [YR1979],1978 [YR1978],1977 [YR1977],1976 [YR1976],1975 [YR1975],1974 [YR1974],1973 [YR1973],1972 [YR1972],1971 [YR1971],1970 [YR1970],1969 [YR1969],1968 [YR1968],1967 [YR1967],1966 [YR1966],1965 [YR1965],1964 [YR1964],1963 [YR1963],1962 [YR1962],1961 [YR1961],1960 [YR1960]
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Germany,DEU,..,3.8,3.9,3.9,3.9,3.9,3.9,4,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.9,5,5.1,5.2,5.4,5.5,5.7,5.9,6.2,6.5,6.8,7.2,7.6,8,8.5,9,9.5,10,10.6,11.1,11.8,12.5,13.2,14.1,15,16,17.1,18.3,19.5,20.8,22,23.1,24,24.9,25.7,26.4,27.2,..,..,..,..,..,..,..,..
"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,Germany,DEU,..,3.5,3.5,3.5,3.6,3.6,3.6,3.6,3.7,3.7,3.8,3.8,3.9,4,4.1,4.2,4.4,4.5,4.6,4.7,4.8,4.9,5.1,5.3,5.5,5.7,6,6.3,6.7,7,7.4,7.8,8.2,8.7,9.2,9.7,10.3,10.9,11.5,12.2,13.1,13.9,14.8,15.9,16.9,18,19,19.9,20.7,21.5,22.2,22.8,23.5,..,..,..,..,..,..,..,..
"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,Germany,DEU,..,4.1,4.2,4.2,4.2,4.2,4.3,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.1,5.2,5.3,5.5,5.6,5.7,5.9,6.1,6.3,6.6,6.8,7.2,7.6,8,8.5,9,9.6,10.2,10.8,11.3,11.9,12.5,13.2,14,14.8,15.8,16.9,18,19.3,20.6,22.1,23.5,24.9,26.1,27.1,28.1,29,29.8,30.6,..,..,..,..,..,..,..,..
Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
No deposit and no withdrawal from an account in the past year (% age 15+),fin9.t.d1,Germany,DEU,..,..,..,4.73706007003784,..,..,5.98242235183716,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"No deposit and no withdrawal from an account in the past year, female (% age 15+)",fin9.t.d1.2,Germany,DEU,..,..,..,5.06494855880737,..,..,7.28183174133301,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"No deposit and no withdrawal from an account in the past year, male  (% age 15+)",fin9.t.d1.1,Germany,DEU,..,..,..,4.38549470901489,..,..,4.62625360488892,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of female business owners,IC.WEF.LLCO.FE,Germany,DEU,..,..,14408,14127,13791,13833,13368,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of female directors,IC.WEF.LLCD.FE,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of female sole proprietors,IC.WEF.SOLO.FE,Germany,DEU,..,..,150796,154200,156216,162541,167883,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of infant deaths,SH.DTH.IMRT,Germany,DEU,..,2517,2512,2487,2447,2401,2358,2326,2311,2317,2344,2391,2454,2531,2618,2714,2818,2928,3045,3169,3299,3439,3589,3753,3935,4143,4388,4679,5019,5403,5817,6243,6659,7060,7442,7814,8194,8604,9062,9580,10166,10829,11585,12461,13498,14749,16230,17930,19836,21926,24112,26319,..,..,..,..,..,..,..,..,..
"Number of infant deaths, female",SH.DTH.IMRT.FE,Germany,DEU,..,1118,1117,1107,1090,1070,1048,1031,1022,1021,1029,1046,1071,1104,1142,1183,1228,1275,1326,1375,1428,1487,1546,1613,1689,1778,1872,1992,2135,2281,2447,2619,2782,2964,3131,3302,3463,3633,3823,4033,4278,4547,4857,5222,5648,6166,6765,7470,8299,9191,10106,11030,..,..,..,..,..,..,..,..,..
"Number of infant deaths, male",SH.DTH.IMRT.MA,Germany,DEU,..,1399,1395,1380,1357,1331,1310,1295,1289,1296,1315,1345,1383,1427,1476,1531,1590,1653,1719,1794,1871,1952,2043,2140,2246,2365,2516,2687,2884,3122,3370,3624,3877,4096,4311,4512,4731,4971,5239,5547,5888,6282,6728,7239,7850,8583,9465,10460,11537,12735,14006,15289,..,..,..,..,..,..,..,..,..
Number of male business owners,IC.WEF.LLCO.MA,Germany,DEU,..,..,84613,81522,80100,78548,75548,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of male directors,IC.WEF.LLCD.MA,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of male sole proprietors,IC.WEF.SOLO.MA,Germany,DEU,..,..,280324,281454,285078,299204,310776,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of maternal deaths,SH.MMR.DTHS,Germany,DEU,..,..,..,53,37,38,36,37,37,38,38,39,39,39,40,42,43,46,49,50,53,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Number of under-five deaths, female",SH.DTH.MORT.FE,Germany,DEU,..,1316,1315,1304,1285,1264,1242,1227,1222,1226,1241,1266,1302,1345,1396,1449,1508,1568,1633,1694,1760,1832,1906,1992,2088,2198,2319,2469,2643,2819,3017,3219,3410,3613,3803,3995,4179,4376,4595,4841,5128,5447,5821,6266,6792,7430,8158,8998,..,..,..,..,..,..,..,..,..,..,..,..,..
"Number of under-five deaths, male",SH.DTH.MORT.MA,Germany,DEU,..,1643,1639,1623,1600,1573,1553,1541,1539,1552,1580,1621,1670,1729,1793,1865,1941,2021,2105,2198,2293,2393,2505,2624,2756,2907,3092,3302,3541,3823,4113,4405,4691,4943,5184,5412,5661,5935,6243,6597,6993,7457,7988,8609,9355,10248,11310,12491,..,..,..,..,..,..,..,..,..,..,..,..,..
Outstanding housing loan (% age 15+),fin19.t.a,Germany,DEU,..,..,..,21.0942077636719,..,..,21.1325950622559,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Outstanding housing loan, female (% age 15+)",fin19.t.a.2,Germany,DEU,..,..,..,18.9278011322021,..,..,18.658784866333,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Outstanding housing loan, male  (% age 15+)",fin19.t.a.1,Germany,DEU,..,..,..,23.4170513153076,..,..,23.7144641876221,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Outstanding loan for a funeral or wedding (% age 15+),fin65e.11.a,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Outstanding loan for a funeral or wedding, female (% age 15+)",fin65e.11.a.2,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Outstanding loan for a funeral or wedding, male (% age 15+)",fin65e.11.a.1,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Paid leave is available to fathers (1=yes; 0=no),SH.PTR.LEVE.AL,Germany,DEU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..
Paid leave of at least 14 weeks available to mothers (1=yes; 0=no),SH.MMR.LEVE.AL,Germany,DEU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..,..,..,..,..,..,..,..,..,..
Paid school fees in the past year (% age 15+),fin33.14.a,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Paid school fees in the past year, female  (% age 15+)",fin33.14.a.2,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Paid school fees in the past year, male (% age 15+)",fin33.14.a.1,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Paid utility bills in the past year (% age 15+),fin30.t.a,Germany,DEU,..,..,..,88.1463775634766,..,..,86.7471618652344,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Paid utility bills in the past year, female (% age 15+)",fin30.t.a.2,Germany,DEU,..,..,..,87.1791915893555,..,..,85.0378265380859,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Paid utility bills in the past year, male (% age 15+)",fin30.t.a.1,Germany,DEU,..,..,..,89.1834030151367,..,..,88.5311660766602,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Part time employment, female (% of total part time employment)",SL.TLF.PART.TL.FE.ZS,Germany,DEU,..,65.2553655527893,65.5428473830815,65.7539073970003,66.5524082669858,65.9684199927947,65.5130100787763,65.3901995149862,65.43542453724,66.3556370803244,66.8506477630654,64.8238743772849,67.1537837006828,67.9010294504432,68.7386164182531,68.6831829973917,75.5317707600112,76.8212215411587,77.3073159934086,77.3264277173646,76.4961990271342,77.3595870740419,76.8437334886478,76.7321009832405,77.4414944147319,76.5431732962316,77.103841316103,75.8874239762105,75.6400464251784,75.1274797123308,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,Germany,DEU,..,26.6200008392334,26.2900009155273,26.2399997711182,24.8700008392334,25.6100006103516,25.8899993896484,26.1399993896484,25.4699993133545,24.1399993896484,22.9799995422363,25.3199996948242,21.7800006866455,20.9500007629395,19.8999996185303,19.4200000762939,12.9300003051758,11.75,10.8599996566772,10.6300001144409,10.7600002288818,9.97000026702881,9.92000007629395,9.65999984741211,8.73999977111816,8.94999980926514,8.27999973297119,8.38000011444092,8.19999980926514,8.52999973297119,8.02999973297119,7.71999979019165,6.98999977111816,7.73000001907349,6.05000019073486,7.71999979019165,8.40999984741211,8.42000007629395,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,Germany,DEU,..,41.1399993896484,40.810001373291,40.7900009155273,39.7400016784668,40.4500007629395,40.5,40.8600006103516,40.1199989318848,39.1800003051758,38.0099983215332,39.310001373291,36.5699996948242,36.0699996948242,35.2000007629395,34.5099983215332,29.2099990844727,28.2000007629395,26.7600002288818,26.5400009155273,26.1599998474121,25.1399993896484,24.5900001525879,23.9099998474121,22.5400009155273,22.2800006866455,21.1399993896484,20.5400009155273,20.1100006103516,20.6499996185303,20.5200004577637,18.7999992370605,17.9200000762939,18.0599994659424,16.6800003051758,18.1399993896484,18.4699993133545,19.6599998474121,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Germany,DEU,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,Germany,DEU,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,Germany,DEU,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Percentage of students in lower secondary vocational education who are female (%),UIS.FEP.2.V,Germany,DEU,..,..,..,32.07657,36.74042,40.20169,41.75825,42.18313,43.50184,42.95893,42.98459,41.8922,38.9339,39.10468,38.67151,38.60028,38.56768,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Percentage of students in post-secondary non-tertiary vocational education who are female (%),UIS.FEP.4.V,Germany,DEU,..,..,..,57.5572,58.35493,58.7314,58.5719,58.576,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Percentage of students in upper secondary vocational education who are female (%),UIS.FEP.3.V,Germany,DEU,..,..,..,36.57428,37.31078,37.53294,37.87379,37.73508,37.36867,37.74135,38.3319,38.10346,41.96083,42.16297,42.22912,42.76925,42.44808,42.53731,42.96659,42.96005,42.91809,43.12037,42.90273,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,Germany,DEU,..,13.7994884756758,13.6210301045356,13.4506883625113,13.3152990382434,13.2169387291157,13.2520993334125,13.3310716177189,13.4268014618471,13.5092964210582,13.5683827540702,13.7067223060837,13.8393744870213,13.9833851371278,14.171862690974,14.4166321570007,14.6486325912862,14.9289169384121,15.2316789321785,15.4943990700996,15.6725549976228,15.8528560911475,15.9707151139865,16.0459682853839,16.1289068333173,16.258892077573,16.2316717503411,16.1945690035763,16.1450837628864,16.064970257263,15.948443534484,15.8595384510533,15.7589695243209,15.6979994201426,15.7506000136467,15.9370045112345,16.2863854627364,16.8116846998992,17.4468599451344,18.0618333953267,18.5714566745568,19.2615816453838,19.8716334519847,20.4190629283449,20.9908317198354,21.6578935698254,22.1061838359331,22.5316671070221,22.9055545969803,23.1800077926193,23.3246318310054,23.4047154285695,23.4116447559391,23.3475593207127,23.18801625268,22.9138800749539,22.6827587826295,22.3564634705025,21.9830648778819,21.6591632933207,21.4497653513782
"Population ages 0-14, female",SP.POP.0014.FE.IN,Germany,DEU,..,5550925,5468458,5387589,5319142,5244648,5216221,5228541,5255143,5281776,5410076,5474498,5542222,5611212,5695015,5800354,5896189,6009413,6127514,6222958,6284243,6348403,6391890,6421383,6445561,6479321,6448689,6410723,6348670,6269566,6180264,6094068,6010981,5966595,5978268,6044852,6191730,6412020,6668837,6906914,7087188,7333671,7562061,7777706,8015269,8308495,8511386,8670298,8785063,8847963,8889062,8888303,8820341,8757731,8658737,8485162,8327147,8141818,7932939,7748805,7616378
"Population ages 0-14, male",SP.POP.0014.MA.IN,Germany,DEU,..,5915538,5824229,5730374,5645814,5551821,5515532,5522198,5543301,5562713,5685731,5751584,5821254,5892374,5979242,6088957,6191294,6312024,6436839,6536650,6600398,6666821,6711624,6741883,6766407,6800626,6770199,6732396,6668515,6584874,6488067,6395597,6303779,6252523,6262930,6335790,6488241,6722130,6997423,7254745,7452141,7714749,7956150,8181922,8428421,8730541,8945299,9115434,9238926,9304926,9343639,9346532,9276104,9209242,9103910,8921068,8757233,8561506,8339689,8143630,8002245
"Population ages 0-14, total",SP.POP.0014.TO,Germany,DEU,..,11466404,11292622,11117936,10964972,10796469,10731881,10750923,10798616,10844585,11095807,11226122,11363524,11503624,11674278,11889313,12087504,12321459,12564383,12759626,12884644,13015233,13103524,13163273,13211967,13279946,13218805,13142923,13016909,12854209,12668332,12489590,12314787,12219310,12241435,12380642,12680366,13134680,13666713,14161906,14539329,15048371,15518120,15959502,16443577,17039035,17456686,17785747,18024026,18152923,18232699,18234539,18095870,17966259,17762093,17406230,17084277,16703487,16273136,15892981,15618625
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Germany,DEU,..,64.6375192034153,64.9170079001335,65.177823589612,65.3959908493306,65.5644705515865,65.68373814054,65.7323487351617,65.7482093825583,65.7852529060684,65.8788668173044,65.992669637999,66.1371117608333,66.3116670314648,66.5049534794839,66.7150433096359,66.9146765603129,67.1390568671845,67.3725354823164,67.6059576532169,67.8392121107484,67.9602636822613,68.0484472543058,68.1196120588382,68.1897780700092,68.2659384350929,68.363646121135,68.4964404931005,68.6662404120378,68.8822076155069,69.1447947771993,69.3272628253161,69.5412477919587,69.7096538132803,69.7117504096431,69.4946448196874,68.9783534330442,68.191365246743,67.2589323223538,66.4044962851817,65.7769837934369,65.0416358547097,64.5154377961062,64.1587069876554,63.8467676256881,63.4875725878141,63.2403536356387,63.0470596663945,62.9294815488282,62.9280484656804,63.0705276011972,63.2101108659123,63.4277807292156,63.7224278446798,64.1144548348659,64.6202186282489,65.0596049883223,65.5784076631735,66.1372064829472,66.654790259539,67.0762125587109
"Population ages 15-64, female",SP.POP.1564.FE.IN,Germany,DEU,..,26436979,26523703,26580724,26593968,26460588,26301014,26223045,26161617,26124724,26645010,26730356,26852415,26969071,27079250,27192234,27287253,27383094,27459950,27501539,27537944,27544726,27554038,27567819,27545007,27487261,27434727,27380170,27259936,27143532,27073148,26977873,26940467,26998301,27047733,27021491,26943656,26771860,26508237,26233384,25995392,25734353,25606572,25582869,25609772,25662847,25749651,25745374,25692729,25636007,25703575,25747630,25695199,25758449,25860149,25916696,25980078,26092644,26188105,26269612,26327258
"Population ages 15-64, male",SP.POP.1564.MA.IN,Germany,DEU,..,27272421,27296422,27293368,27258703,27096808,26890924,26786618,26716369,26684048,27228704,27319033,27452667,27582992,27705091,27827277,27928175,28029492,28114555,28171856,28233696,28250796,28277771,28313931,28312544,28271032,28239774,28209733,28102925,27972634,27850658,27618500,27402195,27263042,27131843,26965333,26760965,26503625,26176958,25832496,25500470,25080374,24774832,24563610,24405953,24285083,24189624,24021862,23825482,23644725,23598204,23499245,23330991,23276931,23251789,23171211,23021739,22903849,22770552,22640209,22514226
"Population ages 15-64, total",SP.POP.1564.TO,Germany,DEU,..,53709229,53819953,53874035,53852728,53557394,53192333,53010250,52878539,52809101,53873715,54049519,54305247,54552203,54784420,55019511,55215488,55412667,55574591,55673455,55771639,55795542,55831842,55881768,55857541,55758288,55674224,55589220,55361880,55115338,54923805,54596109,54342743,54261939,54180276,53986827,53705639,53276742,52686186,52066376,51495864,50814656,50381280,50146326,50015610,49947930,49939284,49767247,49518235,49280743,49301783,49246796,49026068,49035260,49111872,49087906,49001813,48996483,48958586,48909707,48841477
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,Germany,DEU,..,21.5629923209089,21.4619619953309,21.3714880478767,21.288710112426,21.2185907192979,21.0641625260475,20.9365796471194,20.8249891555947,20.7054506728733,20.5527504286253,20.3006080559174,20.0235137521453,19.7049478314074,19.3231838295421,18.8683245333634,18.4366908484009,17.9320261944035,17.3957855855051,16.8996432766835,16.4882328916289,16.1868802265912,15.9808376317077,15.8344196557779,15.6813150966735,15.475169487334,15.4046821285239,15.3089905033232,15.1886758250759,15.0528221272301,14.9067616883167,14.8131987236306,14.6997826837204,14.5923467665771,14.5376495767102,14.5683506690782,14.7352611042194,14.9969500533578,15.2942077325118,15.5336703194917,15.6515595320063,15.6967824999066,15.6129287519091,15.4222300839997,15.1624006544766,14.8545338423605,14.6534625284282,14.4212732265834,14.1649638541915,13.8919437417003,13.6048405677974,13.3851737055182,13.1605745148453,12.9300128346074,12.6975289124542,12.4659012967972,12.2576362290482,12.065128866324,11.8797286391709,11.6860464471403,11.4740220899109
"Population ages 65 and above, female",SP.POP.65UP.FE.IN,Germany,DEU,..,10065399,10008212,9951656,9895020,9806374,9669884,9592377,9539840,9496505,9637405,9576597,9518102,9437677,9325328,9179877,9038396,8864339,8672739,8492849,8354057,8258164,8212475,8198391,8170750,8107388,8099529,8077880,8019382,7940447,7851156,7743320,7622647,7527232,7473548,7470599,7531599,7648969,7778492,7867747,7879985,7831708,7738663,7609982,7465283,7319956,7206346,7056271,6884915,6705111,6549291,6401753,6234241,6095534,5960062,5804350,5634352,5474796,5312920,5152294,4992043
"Population ages 65 and above, male",SP.POP.65UP.MA.IN,Germany,DEU,..,7851701,7784757,7713291,7636022,7526372,7388925,7292826,7209553,7125218,7170004,7050239,6923437,6773046,6592525,6380724,6174953,5935815,5676897,5424074,5201170,5031333,4899396,4791364,4674563,4532423,4445430,4345461,4225171,4102843,3989736,3921925,3864551,3832227,3826114,3846807,3942494,4069678,4203419,4312621,4373400,4431495,4453542,4443724,4412252,4366632,4365127,4327426,4261337,4174110,4085518,4026220,3937439,3853448,3765664,3665208,3597789,3539740,3481579,3423082,3362751
"Population ages 65 and above, total",SP.POP.65UP.TO,Germany,DEU,..,17917329,17793207,17665031,17530969,17332748,17058285,16884431,16748669,16621297,16807408,16626666,16441327,16210546,15917753,15560598,15213268,14800050,14349522,13916844,13555225,13289468,13111829,12989730,12845323,12639817,12545319,12424220,12245809,12044349,11840892,11665584,11487089,11358671,11298725,11317405,11472681,11716859,11980468,12179626,12253383,12263323,12192420,12053986,11877762,11686590,11571463,11383672,11146191,10879176,10634807,10428346,10172376,9949818,9726347,9469559,9232248,9014383,8794062,8574944,8354798
"Population, female",SP.POP.TOTL.FE.IN,Germany,DEU,..,42053302,42000374,41919970,41808130,41511610,41187119,41043963,40956600,40903005,41692491,41781451,41912739,42017960,42099593,42172464,42221838,42256846,42260203,42217345,42176244,42151293,42158403,42187593,42161317,42073970,41982945,41868773,41627987,41353545,41104568,40815261,40574095,40492128,40499549,40536942,40666985,40832849,40955566,41008045,40962565,40899732,40907296,40970558,41090324,41291298,41467383,41471944,41362707,41189081,41141928,41037685,40749781,40611715,40478948,40206208,39941576,39709258,39433964,39170711,38935679
